"CA8363 - WATERFORD S+G         LBR-3         LIE L586 XPOWER         In Service         7 Nov, 2019                 Last Meter Hours:  15,246        ",,,,,,,,,,,,,,,
P03-CAT-49-3,W8R004496,WSG-966,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,41,41,0,0,No Inspection Data,,,0
P04-CAT-49-4,W8Y002631,WSG-967,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,41,41,0,0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-50         CAT 980H         In Service                         Last Meter Hours:  10,691        ",,,,,,,,,,,,,,,
P01-CAT-50-1,BVU0171A7A,WSG-904,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,35,35,"1,351",0,No Inspection Data,,,0
P02-CAT-50-2,BVU1165A3A,WSG-906,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,32,32,"1,351",0,No Inspection Data,,,0
P03-CAT-50-3,BVU0172A6A,WSG-905,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,34,34,"1,351",0,No Inspection Data,,,0
P04-CAT-50-4,BVU1153A5A,WSG-907,29.5R25 MIC XHA2 Std L3 *,N,,,No Pressure,37,37,"1,351",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-51         CAT 988H         In Service                         Last Meter Hours:  19,102        ",,,,,,,,,,,,,,,
P01-CAT-51-1,APV4805E3Y,WSG-763,35/65R33 MIC XTXL A L4 ***,N,,,No Pressure,26,26,"8,833",0,No Inspection Data,,,0
P02-CAT-51-2,APV4778E0Y,WSG-764,35/65R33 MIC XTXL A L4 ***,N,,,No Pressure,28,28,"8,833",0,No Inspection Data,,,0
P03-CAT-51-3,UPE2403M4A,WSG-762,35/65R33 MIC XTXL A L4 ***,N,,,No Pressure,22,22,"8,833",0,No Inspection Data,,,0
P04-CAT-51-4,UPE2399M8A,WSG-761,35/65R33 MIC XTXL A L4 ***,N,,,No Pressure,21,21,"8,833",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-52         CAT 980H         In Service                         Last Meter Hours:  11,623        ",,,,,,,,,,,,,,,
P01-CAT-52-1,X4J002598,WSG-714,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,16,16,"9,192",0,No Inspection Data,,,0
P02-CAT-52-2,X4B003062,WSG-713,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,17,17,"9,192",0,No Inspection Data,,,0
P03-CAT-52-3,X4J002597,WSG-712,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,16,16,"9,192",0,No Inspection Data,,,0
P04-CAT-52-4,F8N481634,WSG-719,29.5R25 BST VMT D2A L3 *,N,,,No Pressure,12,12,"6,504",0,No Inspection Data,,,0
"CA8363 - WATERFORD S+G         CAT-53         CAT 980H         In Service                         Last Meter Hours:  10,192        ",,,,,,,,,,,,,,,
P01-CAT-53-1,,WSG-688,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,56,56,"10,192",0,No Inspection Data,,,0
P02-CAT-53-2,,WSG-689,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,59,59,"10,192",0,No Inspection Data,,,0
P03-CAT-53-3,,WSG-687,29.5R25 MIC XLDD2 A L5 *,N,,,No Pressure,54,54,"10,192",0,No Inspection Data,,,0
